"portnum","prot","ipproto","name","description"
2914,17,"udp","gamelobby","Game Lobby"
2915,6,"tcp","tksocket","TK Socket"
2915,17,"udp","tksocket","TK Socket"
2916,6,"tcp","elvin-server","Elvin Server
IANA assigned this well-formed service name as a replacement for ""elvin_server""."
2916,6,"tcp","elvin_server","Elvin Server"
2916,17,"udp","elvin-server","Elvin Server
IANA assigned this well-formed service name as a replacement for ""elvin_server""."
2916,17,"udp","elvin_server","Elvin Server"
2917,6,"tcp","elvin-client","Elvin Client
IANA assigned this well-formed service name as a replacement for ""elvin_client""."
2917,6,"tcp","elvin_client","Elvin Client"
2917,17,"udp","elvin-client","Elvin Client
IANA assigned this well-formed service name as a replacement for ""elvin_client""."
2917,17,"udp","elvin_client","Elvin Client"
2918,6,"tcp","kastenchasepad","Kasten Chase Pad"
2918,17,"udp","kastenchasepad","Kasten Chase Pad"
2919,6,"tcp","roboer","roboER"
2919,17,"udp","roboer","roboER"
2920,6,"tcp","roboeda","roboEDA"
2920,17,"udp","roboeda","roboEDA"
2921,6,"tcp","cesdcdman","CESD Contents Delivery Management"
2921,17,"udp","cesdcdman","CESD Contents Delivery Management"
2922,6,"tcp","cesdcdtrn","CESD Contents Delivery Data Transfer"
2922,17,"udp","cesdcdtrn","CESD Contents Delivery Data Transfer"
2923,6,"tcp","wta-wsp-wtp-s","WTA-WSP-WTP-S"
2923,17,"udp","wta-wsp-wtp-s","WTA-WSP-WTP-S"
2924,6,"tcp","precise-vip","PRECISE-VIP"
2924,17,"udp","precise-vip","PRECISE-VIP"
2926,6,"tcp","mobile-file-dl","MOBILE-FILE-DL"
2926,17,"udp","mobile-file-dl","MOBILE-FILE-DL"
2927,6,"tcp","unimobilectrl","UNIMOBILECTRL"
2927,17,"udp","unimobilectrl","UNIMOBILECTRL"
2928,6,"tcp","redstone-cpss","REDSTONE-CPSS"
2928,17,"udp","redstone-cpss","REDSTONE-CPSS"
2929,6,"tcp","amx-webadmin","AMX-WEBADMIN"
2929,17,"udp","amx-webadmin","AMX-WEBADMIN"
2930,6,"tcp","amx-weblinx","AMX-WEBLINX"
2930,17,"udp","amx-weblinx","AMX-WEBLINX"
2931,6,"tcp","circle-x","Circle-X"
2931,17,"udp","circle-x","Circle-X"
2932,6,"tcp","incp","INCP"
2932,17,"udp","incp","INCP"
2933,6,"tcp","4-tieropmgw","4-TIER OPM GW"
2933,17,"udp","4-tieropmgw","4-TIER OPM GW"
2934,6,"tcp","4-tieropmcli","4-TIER OPM CLI"
2934,17,"udp","4-tieropmcli","4-TIER OPM CLI"
2935,6,"tcp","qtp","QTP"
2935,17,"udp","qtp","QTP"
2936,6,"tcp","otpatch","OTPatch"
2936,17,"udp","otpatch","OTPatch"
2937,6,"tcp","pnaconsult-lm","PNACONSULT-LM"
2937,17,"udp","pnaconsult-lm","PNACONSULT-LM"
2938,6,"tcp","sm-pas-1","SM-PAS-1"
2938,17,"udp","sm-pas-1","SM-PAS-1"
2939,6,"tcp","sm-pas-2","SM-PAS-2"
2939,17,"udp","sm-pas-2","SM-PAS-2"
2940,6,"tcp","sm-pas-3","SM-PAS-3"
2940,17,"udp","sm-pas-3","SM-PAS-3"
2941,6,"tcp","sm-pas-4","SM-PAS-4"
2941,17,"udp","sm-pas-4","SM-PAS-4"
2942,6,"tcp","sm-pas-5","SM-PAS-5"
2942,17,"udp","sm-pas-5","SM-PAS-5"
2943,6,"tcp","ttnrepository","TTNRepository"
2943,17,"udp","ttnrepository","TTNRepository"
2944,6,"tcp","megaco-h248","Megaco H-248"
2944,17,"udp","megaco-h248","Megaco H-248"
2944,132,"sctp","megaco-h248","Megaco-H.248 text"
2945,6,"tcp","h248-binary","H248 Binary"
2945,17,"udp","h248-binary","H248 Binary"
2945,132,"sctp","h248-binary","Megaco/H.248 binary"
2946,6,"tcp","fjsvmpor","FJSVmpor"
2946,17,"udp","fjsvmpor","FJSVmpor"
2947,6,"tcp","gpsd","GPS Daemon request/response protocol"
2947,17,"udp","gpsd","GPS Daemon request/response protocol"
2948,6,"tcp","wap-push","WAP PUSH"
2948,17,"udp","wap-push","WAP PUSH"
2949,6,"tcp","wap-pushsecure","WAP PUSH SECURE"
2949,17,"udp","wap-pushsecure","WAP PUSH SECURE"
2950,6,"tcp","esip","ESIP"
2950,17,"udp","esip","ESIP"
2951,6,"tcp","ottp","OTTP"
2951,17,"udp","ottp","OTTP"
2952,6,"tcp","mpfwsas","MPFWSAS"
2952,17,"udp","mpfwsas","MPFWSAS"
2953,6,"tcp","ovalarmsrv","OVALARMSRV"
2953,17,"udp","ovalarmsrv","OVALARMSRV"
2954,6,"tcp","ovalarmsrv-cmd","OVALARMSRV-CMD"
2954,17,"udp","ovalarmsrv-cmd","OVALARMSRV-CMD"
2955,6,"tcp","csnotify","CSNOTIFY"
2955,17,"udp","csnotify","CSNOTIFY"
2956,6,"tcp","ovrimosdbman","OVRIMOSDBMAN"
2956,17,"udp","ovrimosdbman","OVRIMOSDBMAN"
2957,6,"tcp","jmact5","JAMCT5"
2957,17,"udp","jmact5","JAMCT5"
2958,6,"tcp","jmact6","JAMCT6"
2958,17,"udp","jmact6","JAMCT6"
2959,6,"tcp","rmopagt","RMOPAGT"
2959,17,"udp","rmopagt","RMOPAGT"
2960,6,"tcp","dfoxserver","DFOXSERVER"
2960,17,"udp","dfoxserver","DFOXSERVER"
2961,6,"tcp","boldsoft-lm","BOLDSOFT-LM"
2961,17,"udp","boldsoft-lm","BOLDSOFT-LM"
2962,6,"tcp","iph-policy-cli","IPH-POLICY-CLI"
2962,17,"udp","iph-policy-cli","IPH-POLICY-CLI"
2963,6,"tcp","iph-policy-adm","IPH-POLICY-ADM"
2963,17,"udp","iph-policy-adm","IPH-POLICY-ADM"
2964,6,"tcp","bullant-srap","BULLANT SRAP"
2964,17,"udp","bullant-srap","BULLANT SRAP"
2965,6,"tcp","bullant-rap","BULLANT RAP"
2965,17,"udp","bullant-rap","BULLANT RAP"
2966,6,"tcp","idp-infotrieve","IDP-INFOTRIEVE"
2966,17,"udp","idp-infotrieve","IDP-INFOTRIEVE"
2967,6,"tcp","ssc-agent","SSC-AGENT"
2967,17,"udp","ssc-agent","SSC-AGENT"
2968,6,"tcp","enpp","ENPP"
2968,17,"udp","enpp","ENPP"
2969,6,"tcp","essp","ESSP"
2969,17,"udp","essp","ESSP"
2970,6,"tcp","index-net","INDEX-NET"
2970,17,"udp","index-net","INDEX-NET"
2971,6,"tcp","netclip","NetClip clipboard daemon"
2971,17,"udp","netclip","NetClip clipboard daemon"
2972,6,"tcp","pmsm-webrctl","PMSM Webrctl"
2972,17,"udp","pmsm-webrctl","PMSM Webrctl"
2973,6,"tcp","svnetworks","SV Networks"
2973,17,"udp","svnetworks","SV Networks"
2974,6,"tcp","signal","Signal"
2974,17,"udp","signal","Signal"
2975,6,"tcp","fjmpcm","Fujitsu Configuration Management Service"
2975,17,"udp","fjmpcm","Fujitsu Configuration Management Service"
2976,6,"tcp","cns-srv-port","CNS Server Port"
2976,17,"udp","cns-srv-port","CNS Server Port"
2977,6,"tcp","ttc-etap-ns","TTCs Enterprise Test Access Protocol - NS"
2977,17,"udp","ttc-etap-ns","TTCs Enterprise Test Access Protocol - NS"
2978,6,"tcp","ttc-etap-ds","TTCs Enterprise Test Access Protocol - DS"
2978,17,"udp","ttc-etap-ds","TTCs Enterprise Test Access Protocol - DS"
2979,6,"tcp","h263-video","H.263 Video Streaming"
2979,17,"udp","h263-video","H.263 Video Streaming"
2980,6,"tcp","wimd","Instant Messaging Service"
2980,17,"udp","wimd","Instant Messaging Service"
2981,6,"tcp","mylxamport","MYLXAMPORT"
2981,17,"udp","mylxamport","MYLXAMPORT"
2982,6,"tcp","iwb-whiteboard","IWB-WHITEBOARD"
2982,17,"udp","iwb-whiteboard","IWB-WHITEBOARD"
2983,6,"tcp","netplan","NETPLAN"
2983,17,"udp","netplan","NETPLAN"
2984,6,"tcp","hpidsadmin","HPIDSADMIN"
2984,17,"udp","hpidsadmin","HPIDSADMIN"
2985,6,"tcp","hpidsagent","HPIDSAGENT"
2985,17,"udp","hpidsagent","HPIDSAGENT"
2986,6,"tcp","stonefalls","STONEFALLS"
2986,17,"udp","stonefalls","STONEFALLS"
2987,6,"tcp","identify","identify"
2987,17,"udp","identify","identify"
2988,6,"tcp","hippad","HIPPA Reporting Protocol"
2988,17,"udp","hippad","HIPPA Reporting Protocol"
2989,6,"tcp","zarkov","ZARKOV Intelligent Agent Communication"
2989,17,"udp","zarkov","ZARKOV Intelligent Agent Communication"
2990,6,"tcp","boscap","BOSCAP"
2990,17,"udp","boscap","BOSCAP"
2991,6,"tcp","wkstn-mon","WKSTN-MON"
2991,17,"udp","wkstn-mon","WKSTN-MON"
2992,6,"tcp","avenyo","Avenyo Server"
2992,17,"udp","avenyo","Avenyo Server"
2993,6,"tcp","veritas-vis1","VERITAS VIS1"
2993,17,"udp","veritas-vis1","VERITAS VIS1"
2994,6,"tcp","veritas-vis2","VERITAS VIS2"
2994,17,"udp","veritas-vis2","VERITAS VIS2"
2995,6,"tcp","idrs","IDRS"
2995,17,"udp","idrs","IDRS"
2996,6,"tcp","vsixml","vsixml"
2996,17,"udp","vsixml","vsixml"
2997,6,"tcp","rebol","REBOL"
2997,17,"udp","rebol","REBOL"
2998,6,"tcp","realsecure","Real Secure"
2998,17,"udp","realsecure","Real Secure"
2999,6,"tcp","remoteware-un","RemoteWare Unassigned"
2999,17,"udp","remoteware-un","RemoteWare Unassigned"
3000,6,"tcp","hbci","HBCI"
3000,17,"udp","hbci","HBCI"
3000,6,"tcp","remoteware-cl","RemoteWare Client"
3000,17,"udp","remoteware-cl","RemoteWare Client"
3001,6,"tcp","origo-native","OrigoDB Server Native Interface"
3002,6,"tcp","exlm-agent","EXLM Agent"
3002,17,"udp","exlm-agent","EXLM Agent"
3002,6,"tcp","remoteware-srv","RemoteWare Server"
3002,17,"udp","remoteware-srv","RemoteWare Server"
3003,6,"tcp","cgms","CGMS"
3003,17,"udp","cgms","CGMS"
3004,6,"tcp","csoftragent","Csoft Agent"
3004,17,"udp","csoftragent","Csoft Agent"
3005,6,"tcp","geniuslm","Genius License Manager"
3005,17,"udp","geniuslm","Genius License Manager"
3006,6,"tcp","ii-admin","Instant Internet Admin"
3006,17,"udp","ii-admin","Instant Internet Admin"
3007,6,"tcp","lotusmtap","Lotus Mail Tracking Agent Protocol"
3007,17,"udp","lotusmtap","Lotus Mail Tracking Agent Protocol"
3008,6,"tcp","midnight-tech","Midnight Technologies"
3008,17,"udp","midnight-tech","Midnight Technologies"
3009,6,"tcp","pxc-ntfy","PXC-NTFY"
3009,17,"udp","pxc-ntfy","PXC-NTFY"
3010,6,"tcp","gw","Telerate Workstation"
3010,17,"udp","ping-pong","Telerate Workstation"
3011,6,"tcp","trusted-web","Trusted Web"
3011,17,"udp","trusted-web","Trusted Web"
3012,6,"tcp","twsdss","Trusted Web Client"
3012,17,"udp","twsdss","Trusted Web Client"
3013,6,"tcp","gilatskysurfer","Gilat Sky Surfer"
3013,17,"udp","gilatskysurfer","Gilat Sky Surfer"
3014,6,"tcp","broker-service","Broker Service
IANA assigned this well-formed service name as a replacement for ""broker_service""."
3014,6,"tcp","broker_service","Broker Service"
3014,17,"udp","broker-service","Broker Service
IANA assigned this well-formed service name as a replacement for ""broker_service""."
3014,17,"udp","broker_service","Broker Service"
3015,6,"tcp","nati-dstp","NATI DSTP"
3015,17,"udp","nati-dstp","NATI DSTP"
3016,6,"tcp","notify-srvr","Notify Server
IANA assigned this well-formed service name as a replacement for ""notify_srvr""."
3016,6,"tcp","notify_srvr","Notify Server"
3016,17,"udp","notify-srvr","Notify Server
IANA assigned this well-formed service name as a replacement for ""notify_srvr""."
3016,17,"udp","notify_srvr","Notify Server"
3017,6,"tcp","event-listener","Event Listener
IANA assigned this well-formed service name as a replacement for ""event_listener""."
3017,6,"tcp","event_listener","Event Listener"
3017,17,"udp","event-listener","Event Listener
IANA assigned this well-formed service name as a replacement for ""event_listener""."
3017,17,"udp","event_listener","Event Listener"
3018,6,"tcp","srvc-registry","Service Registry
IANA assigned this well-formed service name as a replacement for ""srvc_registry""."
3018,6,"tcp","srvc_registry","Service Registry"
3018,17,"udp","srvc-registry","Service Registry
IANA assigned this well-formed service name as a replacement for ""srvc_registry""."
3018,17,"udp","srvc_registry","Service Registry"
3019,6,"tcp","resource-mgr","Resource Manager
IANA assigned this well-formed service name as a replacement for ""resource_mgr""."
3019,6,"tcp","resource_mgr","Resource Manager"
3019,17,"udp","resource-mgr","Resource Manager
IANA assigned this well-formed service name as a replacement for ""resource_mgr""."
3019,17,"udp","resource_mgr","Resource Manager"
3020,6,"tcp","cifs","CIFS"
3020,17,"udp","cifs","CIFS"
3021,6,"tcp","agriserver","AGRI Server"
3021,17,"udp","agriserver","AGRI Server"
3022,6,"tcp","csregagent","CSREGAGENT"
3022,17,"udp","csregagent","CSREGAGENT"
3023,6,"tcp","magicnotes","magicnotes"
3023,17,"udp","magicnotes","magicnotes"
3024,6,"tcp","nds-sso","NDS_SSO
IANA assigned this well-formed service name as a replacement for ""nds_sso""."
3024,6,"tcp","nds_sso","NDS_SSO"
3024,17,"udp","nds-sso","NDS_SSO
IANA assigned this well-formed service name as a replacement for ""nds_sso""."
3024,17,"udp","nds_sso","NDS_SSO"
3025,6,"tcp","arepa-raft","Arepa Raft"
3025,17,"udp","arepa-raft","Arepa Raft"
3026,6,"tcp","agri-gateway","AGRI Gateway"
3026,17,"udp","agri-gateway","AGRI Gateway"
3027,6,"tcp","LiebDevMgmt-C","LiebDevMgmt_C
IANA assigned this well-formed service name as a replacement for ""LiebDevMgmt_C""."
3027,6,"tcp","LiebDevMgmt_C","LiebDevMgmt_C"
3027,17,"udp","LiebDevMgmt-C","LiebDevMgmt_C
IANA assigned this well-formed service name as a replacement for ""LiebDevMgmt_C""."
3027,17,"udp","LiebDevMgmt_C","LiebDevMgmt_C"
3028,6,"tcp","LiebDevMgmt-DM","LiebDevMgmt_DM
IANA assigned this well-formed service name as a replacement for ""LiebDevMgmt_DM""."
3028,6,"tcp","LiebDevMgmt_DM","LiebDevMgmt_DM"
3028,17,"udp","LiebDevMgmt-DM","LiebDevMgmt_DM
IANA assigned this well-formed service name as a replacement for ""LiebDevMgmt_DM""."
3028,17,"udp","LiebDevMgmt_DM","LiebDevMgmt_DM"
3029,6,"tcp","LiebDevMgmt-A","LiebDevMgmt_A
IANA assigned this well-formed service name as a replacement for ""LiebDevMgmt_A""."
3029,6,"tcp","LiebDevMgmt_A","LiebDevMgmt_A"
3029,17,"udp","LiebDevMgmt-A","LiebDevMgmt_A
IANA assigned this well-formed service name as a replacement for ""LiebDevMgmt_A""."
3029,17,"udp","LiebDevMgmt_A","LiebDevMgmt_A"
3030,6,"tcp","arepa-cas","Arepa Cas"
3030,17,"udp","arepa-cas","Arepa Cas"
3031,6,"tcp","eppc","Remote AppleEvents/PPC Toolbox"
3031,17,"udp","eppc","Remote AppleEvents/PPC Toolbox"
3032,6,"tcp","redwood-chat","Redwood Chat"
3032,17,"udp","redwood-chat","Redwood Chat"
3033,6,"tcp","pdb","PDB"
3033,17,"udp","pdb","PDB"
3034,6,"tcp","osmosis-aeea","Osmosis / Helix (R) AEEA Port"
3034,17,"udp","osmosis-aeea","Osmosis / Helix (R) AEEA Port"
3035,6,"tcp","fjsv-gssagt","FJSV gssagt"
3035,17,"udp","fjsv-gssagt","FJSV gssagt"
3036,6,"tcp","hagel-dump","Hagel DUMP"
3036,17,"udp","hagel-dump","Hagel DUMP"
3037,6,"tcp","hp-san-mgmt","HP SAN Mgmt"
3037,17,"udp","hp-san-mgmt","HP SAN Mgmt"
3038,6,"tcp","santak-ups","Santak UPS"
3038,17,"udp","santak-ups","Santak UPS"
3039,6,"tcp","cogitate","Cogitate, Inc."
3039,17,"udp","cogitate","Cogitate, Inc."
3040,6,"tcp","tomato-springs","Tomato Springs"
3040,17,"udp","tomato-springs","Tomato Springs"
3041,6,"tcp","di-traceware","di-traceware"
3041,17,"udp","di-traceware","di-traceware"
3042,6,"tcp","journee","journee"
3042,17,"udp","journee","journee"
3043,6,"tcp","brp","Broadcast Routing Protocol"
3043,17,"udp","brp","Broadcast Routing Protocol"
3044,6,"tcp","epp","EndPoint Protocol"
3044,17,"udp","epp","EndPoint Protocol"
3045,6,"tcp","responsenet","ResponseNet"
3045,17,"udp","responsenet","ResponseNet"
3046,6,"tcp","di-ase","di-ase"
3046,17,"udp","di-ase","di-ase"
3047,6,"tcp","hlserver","Fast Security HL Server"
3047,17,"udp","hlserver","Fast Security HL Server"
3048,6,"tcp","pctrader","Sierra Net PC Trader"
3048,17,"udp","pctrader","Sierra Net PC Trader"
3049,6,"tcp","nsws","NSWS"
3049,17,"udp","nsws","NSWS"
3050,6,"tcp","gds-db","gds_db
IANA assigned this well-formed service name as a replacement for ""gds_db""."
3050,6,"tcp","gds_db","gds_db"
3050,17,"udp","gds-db","gds_db
IANA assigned this well-formed service name as a replacement for ""gds_db""."
3050,17,"udp","gds_db","gds_db"
3051,6,"tcp","galaxy-server","Galaxy Server"
3051,17,"udp","galaxy-server","Galaxy Server"
3052,6,"tcp","apc-3052","APC 3052"
3052,17,"udp","apc-3052","APC 3052"
3053,6,"tcp","dsom-server","dsom-server"
3053,17,"udp","dsom-server","dsom-server"
3054,6,"tcp","amt-cnf-prot","AMT CNF PROT"
3054,17,"udp","amt-cnf-prot","AMT CNF PROT"
3055,6,"tcp","policyserver","Policy Server"
3055,17,"udp","policyserver","Policy Server"
3056,6,"tcp","cdl-server","CDL Server"
3056,17,"udp","cdl-server","CDL Server"
3057,6,"tcp","goahead-fldup","GoAhead FldUp"
3057,17,"udp","goahead-fldup","GoAhead FldUp"
3058,6,"tcp","videobeans","videobeans"
3058,17,"udp","videobeans","videobeans"
3059,6,"tcp","qsoft","qsoft"
3059,17,"udp","qsoft","qsoft"
3060,6,"tcp","interserver","interserver"
3060,17,"udp","interserver","interserver"
3061,6,"tcp","cautcpd","cautcpd"
3061,17,"udp","cautcpd","cautcpd"
3062,6,"tcp","ncacn-ip-tcp","ncacn-ip-tcp"
3062,17,"udp","ncacn-ip-tcp","ncacn-ip-tcp"
3063,6,"tcp","ncadg-ip-udp","ncadg-ip-udp"
3063,17,"udp","ncadg-ip-udp","ncadg-ip-udp"
3064,6,"tcp","rprt","Remote Port Redirector"
3064,17,"udp","rprt","Remote Port Redirector"
3065,6,"tcp","slinterbase","slinterbase"
3065,17,"udp","slinterbase","slinterbase"
3066,6,"tcp","netattachsdmp","NETATTACHSDMP"
3066,17,"udp","netattachsdmp","NETATTACHSDMP"
3067,6,"tcp","fjhpjp","FJHPJP"
3067,17,"udp","fjhpjp","FJHPJP"
3068,6,"tcp","ls3bcast","ls3 Broadcast"
3068,17,"udp","ls3bcast","ls3 Broadcast"
3069,6,"tcp","ls3","ls3"
3069,17,"udp","ls3","ls3"
3070,6,"tcp","mgxswitch","MGXSWITCH"
3070,17,"udp","mgxswitch","MGXSWITCH"
3071,6,"tcp","csd-mgmt-port","ContinuStor Manager Port"
3071,17,"udp","csd-mgmt-port","ContinuStor Manager Port"
3072,6,"tcp","csd-monitor","ContinuStor Monitor Port"
3072,17,"udp","csd-monitor","ContinuStor Monitor Port"
3073,6,"tcp","vcrp","Very simple chatroom prot"
3073,17,"udp","vcrp","Very simple chatroom prot"
3074,6,"tcp","xbox","Xbox game port"
3074,17,"udp","xbox","Xbox game port"
3075,6,"tcp","orbix-locator","Orbix 2000 Locator"
3075,17,"udp","orbix-locator","Orbix 2000 Locator"
3076,6,"tcp","orbix-config","Orbix 2000 Config"
3076,17,"udp","orbix-config","Orbix 2000 Config"
3077,6,"tcp","orbix-loc-ssl","Orbix 2000 Locator SSL"
3077,17,"udp","orbix-loc-ssl","Orbix 2000 Locator SSL"
3078,6,"tcp","orbix-cfg-ssl","Orbix 2000 Locator SSL"
3078,17,"udp","orbix-cfg-ssl","Orbix 2000 Locator SSL"
3079,6,"tcp","lv-frontpanel","LV Front Panel"
3079,17,"udp","lv-frontpanel","LV Front Panel"
3080,6,"tcp","stm-pproc","stm_pproc
IANA assigned this well-formed service name as a replacement for ""stm_pproc""."
3080,6,"tcp","stm_pproc","stm_pproc"
3080,17,"udp","stm-pproc","stm_pproc
IANA assigned this well-formed service name as a replacement for ""stm_pproc""."
3080,17,"udp","stm_pproc","stm_pproc"
3081,6,"tcp","tl1-lv","TL1-LV"
3081,17,"udp","tl1-lv","TL1-LV"
3082,6,"tcp","tl1-raw","TL1-RAW"
3082,17,"udp","tl1-raw","TL1-RAW"
3083,6,"tcp","tl1-telnet","TL1-TELNET"
3083,17,"udp","tl1-telnet","TL1-TELNET"
3084,6,"tcp","itm-mccs","ITM-MCCS"
3084,17,"udp","itm-mccs","ITM-MCCS"
3085,6,"tcp","pcihreq","PCIHReq"
3085,17,"udp","pcihreq","PCIHReq"
3086,6,"tcp","jdl-dbkitchen","JDL-DBKitchen"
3086,17,"udp","jdl-dbkitchen","JDL-DBKitchen"
3087,6,"tcp","asoki-sma","Asoki SMA"
3087,17,"udp","asoki-sma","Asoki SMA"
3088,6,"tcp","xdtp","eXtensible Data Transfer Protocol"
3088,17,"udp","xdtp","eXtensible Data Transfer Protocol"
3089,6,"tcp","ptk-alink","ParaTek Agent Linking"
3089,17,"udp","ptk-alink","ParaTek Agent Linking"
3090,6,"tcp","stss","Senforce Session Services"
3090,17,"udp","stss","Senforce Session Services"
3091,6,"tcp","1ci-smcs","1Ci Server Management"
3091,17,"udp","1ci-smcs","1Ci Server Management"
3093,6,"tcp","rapidmq-center","Jiiva RapidMQ Center"
3093,17,"udp","rapidmq-center","Jiiva RapidMQ Center"
3094,6,"tcp","rapidmq-reg","Jiiva RapidMQ Registry"
3094,17,"udp","rapidmq-reg","Jiiva RapidMQ Registry"
3095,6,"tcp","panasas","Panasas rendevous port"
3095,17,"udp","panasas","Panasas rendevous port"
3096,6,"tcp","ndl-aps","Active Print Server Port"
3096,17,"udp","ndl-aps","Active Print Server Port"
3097,132,"sctp","itu-bicc-stc","ITU-T Q.1902.1/Q.2150.3"
3098,6,"tcp","umm-port","Universal Message Manager"
3098,17,"udp","umm-port","Universal Message Manager"
3099,6,"tcp","chmd","CHIPSY Machine Daemon"
3099,17,"udp","chmd","CHIPSY Machine Daemon"
3100,6,"tcp","opcon-xps","OpCon/xps"
3100,17,"udp","opcon-xps","OpCon/xps"
3101,6,"tcp","hp-pxpib","HP PolicyXpert PIB Server"
3101,17,"udp","hp-pxpib","HP PolicyXpert PIB Server"
3102,6,"tcp","slslavemon","SoftlinK Slave Mon Port"
3102,17,"udp","slslavemon","SoftlinK Slave Mon Port"
3103,6,"tcp","autocuesmi","Autocue SMI Protocol"
3103,17,"udp","autocuesmi","Autocue SMI Protocol"
3104,6,"tcp","autocuelog","Autocue Logger Protocol"
3104,17,"udp","autocuetime","Autocue Time Service"
3105,6,"tcp","cardbox","Cardbox"
3105,17,"udp","cardbox","Cardbox"
3106,6,"tcp","cardbox-http","Cardbox HTTP"
3106,17,"udp","cardbox-http","Cardbox HTTP"
3107,6,"tcp","business","Business protocol"
3107,17,"udp","business","Business protocol"
3108,6,"tcp","geolocate","Geolocate protocol"
3108,17,"udp","geolocate","Geolocate protocol"
3109,6,"tcp","personnel","Personnel protocol"
3109,17,"udp","personnel","Personnel protocol"
3110,6,"tcp","sim-control","simulator control port"
3110,17,"udp","sim-control","simulator control port"
3111,6,"tcp","wsynch","Web Synchronous Services"
3111,17,"udp","wsynch","Web Synchronous Services"
3112,6,"tcp","ksysguard","KDE System Guard"
3112,17,"udp","ksysguard","KDE System Guard"
3113,6,"tcp","cs-auth-svr","CS-Authenticate Svr Port"
3113,17,"udp","cs-auth-svr","CS-Authenticate Svr Port"
3114,6,"tcp","ccmad","CCM AutoDiscover"
3114,17,"udp","ccmad","CCM AutoDiscover"
3115,6,"tcp","mctet-master","MCTET Master"
3115,17,"udp","mctet-master","MCTET Master"
3116,6,"tcp","mctet-gateway","MCTET Gateway"
3116,17,"udp","mctet-gateway","MCTET Gateway"
3117,6,"tcp","mctet-jserv","MCTET Jserv"
3117,17,"udp","mctet-jserv","MCTET Jserv"
3118,6,"tcp","pkagent","PKAgent"
3118,17,"udp","pkagent","PKAgent"
3119,6,"tcp","d2000kernel","D2000 Kernel Port"
3119,17,"udp","d2000kernel","D2000 Kernel Port"
3120,6,"tcp","d2000webserver","D2000 Webserver Port"
3120,17,"udp","d2000webserver","D2000 Webserver Port"
3121,6,"tcp","pcmk-remote","The pacemaker remote (pcmk-remote) service extends high availability functionality outside of the Linux cluster into remote nodes."
3122,6,"tcp","vtr-emulator","MTI VTR Emulator port"
3122,17,"udp","vtr-emulator","MTI VTR Emulator port"
3123,6,"tcp","edix","EDI Translation Protocol"
3123,17,"udp","edix","EDI Translation Protocol"
3124,6,"tcp","beacon-port","Beacon Port"
3124,17,"udp","beacon-port","Beacon Port"
3125,6,"tcp","a13-an","A13-AN Interface"
3125,17,"udp","a13-an","A13-AN Interface"
3127,6,"tcp","ctx-bridge","CTX Bridge Port"
3127,17,"udp","ctx-bridge","CTX Bridge Port"
3128,6,"tcp","ndl-aas","Active API Server Port"
3128,17,"udp","ndl-aas","Active API Server Port"
3129,6,"tcp","netport-id","NetPort Discovery Port"
3129,17,"udp","netport-id","NetPort Discovery Port"
3130,6,"tcp","icpv2","ICPv2"
3130,17,"udp","icpv2","ICPv2"
3131,6,"tcp","netbookmark","Net Book Mark"
3131,17,"udp","netbookmark","Net Book Mark"
3132,6,"tcp","ms-rule-engine","Microsoft Business Rule Engine Update Service"
3132,17,"udp","ms-rule-engine","Microsoft Business Rule Engine Update Service"
3133,6,"tcp","prism-deploy","Prism Deploy User Port"
3133,17,"udp","prism-deploy","Prism Deploy User Port"
3134,6,"tcp","ecp","Extensible Code Protocol"
3134,17,"udp","ecp","Extensible Code Protocol"
3135,6,"tcp","peerbook-port","PeerBook Port"
3135,17,"udp","peerbook-port","PeerBook Port"
3136,6,"tcp","grubd","Grub Server Port"
3136,17,"udp","grubd","Grub Server Port"
3137,6,"tcp","rtnt-1","rtnt-1 data packets"
3137,17,"udp","rtnt-1","rtnt-1 data packets"
3138,6,"tcp","rtnt-2","rtnt-2 data packets"
3138,17,"udp","rtnt-2","rtnt-2 data packets"
3139,6,"tcp","incognitorv","Incognito Rendez-Vous"
3139,17,"udp","incognitorv","Incognito Rendez-Vous"
3140,6,"tcp","ariliamulti","Arilia Multiplexor"
3140,17,"udp","ariliamulti","Arilia Multiplexor"
3141,6,"tcp","vmodem","VMODEM"
3141,17,"udp","vmodem","VMODEM"
3142,6,"tcp","rdc-wh-eos","RDC WH EOS"
3142,17,"udp","rdc-wh-eos","RDC WH EOS"
3143,6,"tcp","seaview","Sea View"
3143,17,"udp","seaview","Sea View"
3144,6,"tcp","tarantella","Tarantella"
3144,17,"udp","tarantella","Tarantella"
3145,6,"tcp","csi-lfap","CSI-LFAP"
3145,17,"udp","csi-lfap","CSI-LFAP"
3146,6,"tcp","bears-02","bears-02"
3146,17,"udp","bears-02","bears-02"
3147,6,"tcp","rfio","RFIO"
3147,17,"udp","rfio","RFIO"
3148,6,"tcp","nm-game-admin","NetMike Game Administrator"
3148,17,"udp","nm-game-admin","NetMike Game Administrator"
3149,6,"tcp","nm-game-server","NetMike Game Server"
3149,17,"udp","nm-game-server","NetMike Game Server"
3150,6,"tcp","nm-asses-admin","NetMike Assessor Administrator"
3150,17,"udp","nm-asses-admin","NetMike Assessor Administrator"
3151,6,"tcp","nm-assessor","NetMike Assessor"
3151,17,"udp","nm-assessor","NetMike Assessor"
3152,6,"tcp","feitianrockey","FeiTian Port"
3152,17,"udp","feitianrockey","FeiTian Port"
